******** File Generated by Toolkit.Premium coded by © Bigman - a.k.a Daniel Raban ********
~~~~~~~~ This file is best viewed in Microsoft Office Excel ~~~~~~~~
	LineIndex	Name	Level	Damage / M.S.T Lua Ref	Mana	Agility	Distance	TimeDelay	Req.Energy	Req.Level	Property	UseType	Brand	Req.Status[0]	Req.Status[1]	Req.Status[2]	Req.Status[3]	Req.Status[4]	Req.Status[5]	DW	BK	ELF	MG	DL	SUM	RF	GL	IconIndex	SkillType	v1	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v18	v19	v20	v21	v22	v23	v24	v25	v26	v27	v28
	348	Two-handed Sword Strengthener	0	42	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	2	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	349	One-handed Sword Strengthener	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	2	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	350	Mace Strengthener	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	351	Spear Strengthener	0	41	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	352	Two-handed Sword Mastery	0	41	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	3	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	353	One-handed Sword Mastery	0	23	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	3	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	354	Mace Mastery	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	355	Spear Mastery	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	356	Swell Life Strengthener	120	7	24	26	0	0	0	0	0	4	48	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	1	0	1	0	-1	-1	-1	-1	100
	357	Mana Reduction	0	18	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	4	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	358	Monster Attack SD Increment	0	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	4	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	359	Monster Attack Life Increment	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	4	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	360	Swell Life Proficiency	120	7	26	28	0	0	0	0	0	4	356	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	60	1	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	2	1	0	1	0	-1	-1	-1	-1	100
	361	Minimum Attack Power Increase	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	3	3	0	0	3	5	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	362	Monster Attack Mana Increment	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	5	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	363	Swell Life Mastery	120	7	28	30	0	0	0	0	0	4	360	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	63	1	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	2	1	0	1	0	-1	-1	-1	-1	100
	364	Maximum Attack Power Increase	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	3	3	0	0	3	6	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	365		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	366	Increases critical damage rate	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	6	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	367	Restores all Mana	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	7	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	368	Restores all HP	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	7	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	369	Increases excellent damage rate	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	7	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	370	Increases double damage rate	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	8	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	371	Increases chance of ignore Def	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	9	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	372	Restores all SD	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3	8	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	373	Increases triple damage rate	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	3	3	3	3	0	0	9	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	374	Eternal Wings Absorption PowUp	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	375	Eternal Wings Defense PowUp	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	376		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	377	Eternal Wings Attack PowUp	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	9	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	378	Flame Strengthener	35	17	55	0	6	0	100	0	1	4	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3	-1	100	-1	120
	379	Lightning Strengthener	13	40	20	0	6	0	100	0	4	4	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	-1	40	-1	180
	380	Expansion of Wizardry Power Up	220	1	220	55	6	0	118	0	0	4	233	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	80	1	0	0	0	0	0	0	0	0	0	0	0	0	2	138	0	2	1	0	1	0	-1	-1	-1	-1	100
	381	Inferno Strengthener	88	4	220	0	0	0	200	0	1	4	14	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	3	-1	90	-1	110
	382	Blast Strengthener	80	17	165	0	6	0	150	0	4	4	13	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	-1	150	-1	130
	383	Expansion of Wizardry Mastery	220	1	220	55	6	0	118	0	0	4	380	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	83	1	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	2	1	0	1	0	-1	-1	-1	-1	100
	384	Poison Strengthener	30	40	46	0	6	0	100	0	5	4	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	-1	50	-1	150
	385	Evil Spirit Strengthener	50	4	108	0	6	0	100	0	5	4	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3	-1	150	-1	110
	386	Magic Mastery	50	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	387	Decay Strengthener	96	17	120	10	6	0	243	0	5	4	38	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3	-1	100	-1	110
	388	Hellfire Strengthener	60	40	176	0	0	0	100	0	1	4	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	3	-1	200	-1	130
	389	Ice Strengthener	25	40	42	0	6	0	100	0	2	4	7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	-1	45	-1	150
	390	Meteor Strengthener	21	40	13	0	6	0	100	0	3	4	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	-1	45	-1	190
	391	Ice Storm Strengthener	93	17	110	5	6	0	223	0	2	4	39	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3	-1	90	-1	115
	392	Nova Strengthener	100	17	198	49	6	0	258	0	1	4	40	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	-1	-1	-1	-1	160
	393	Ice Storm Mastery	93	22	110	5	6	0	223	0	2	4	391	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	-1	90	-1	115
	394	Meteor Mastery	21	1	14	0	6	0	100	0	3	4	390	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	-1	45	-1	190
	395	Nova Cast Strengthener	100	22	198	49	6	0	258	0	1	4	58	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	-1	-1	-1	-1	160
	396		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	397	One-handed Staff Strengthener	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	2	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	398	Two-handed Staff Strengthener	0	42	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	2	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	399	Shield Strengthener	0	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	400	One-handed Staff Mastery	0	23	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	401	Two-handed Staff Mastery	0	42	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	3	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	402	Shield Mastery	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	403	Soul Barrier Strengthener	77	7	77	24	6	0	126	0	0	4	16	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	103	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	-1	-1	-1	-1	100
	404	Soul Barrier Proficiency	77	10	84	26	6	0	126	0	0	4	403	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	-1	-1	-1	-1	100
	405	Minimum Wizardry Increase	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	5	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	406	Soul Barrier Mastery	77	7	92	28	6	0	126	0	0	4	404	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	3	0	0	0	0	-1	-1	-1	-1	100
	407	Maximum Wizardry Increase	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	6	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	408		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	409	Illusion Wings Absorption PowUp	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	410	Illusion Wings Defense PowUp	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	411	Multi-Shot Strengthener	100	22	11	7	6	0	0	0	4	4	235	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1280	2	-1	100	-1	105
	412	Illusion Wings Attack PowUp	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	413	Heal Strengthener	8	22	22	0	6	0	100	0	0	4	26	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	113	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	-1	-1	-1	-1	100
	414	Triple Shot Strengthener	0	4	5	0	6	0	0	0	4	4	24	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	114	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1280	2	-1	100	-1	160
	415	Summoned Monster Power Up(1)	0	16	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	416	Penetration Strengthener	130	17	10	11	6	0	0	0	4	4	52	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1280	2	-1	200	-1	130
	417	Defense Increase Strengthener	13	22	33	0	6	0	100	0	0	4	27	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	117	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	4	0	0	0	0	-1	-1	-1	-1	100
	418	Triple Shot Mastery	0	0	9	0	6	0	0	0	4	4	414	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	118	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1280	2	-1	100	-1	160
	419	Summoned Monster Power Up(2)	0	16	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	420	Attack Increase Strengthener	18	22	44	0	6	0	100	0	0	4	28	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	120	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	4	0	0	0	0	-1	-1	-1	-1	100
	421	Weapon Mastery	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	422	Attack Increase Mastery	18	22	48	0	6	0	100	0	0	4	420	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	122	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	4	0	0	0	0	-1	-1	-1	-1	100
	423	Defense Increase Mastery	13	22	36	0	6	0	100	0	0	4	417	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	123	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	4	0	0	0	0	-1	-1	-1	-1	100
	424	Ice Arrow Strengthener	0	22	15	18	8	0	0	0	2	4	51	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1280	2	-1	150	-1	115
	425	Cure	0	0	72	10	6	3000	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	125	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	-1	-1	-1	-1	100
	426	Party Healing	0	0	66	12	6	5000	100	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	126	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	-1	-1	-1	-1	100
	427	Poison Arrow	0	27	22	27	6	4000	0	0	5	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1280	2	-1	100	-1	165
	428	Summoned Monster Power Up(3)	0	16	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	429	Party Healing Strengthener	0	22	72	13	6	3000	100	0	0	4	426	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	129	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	-1	-1	-1	-1	100
	430	Bless	0	0	108	18	6	3000	100	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	130	1	0	0	0	0	0	0	0	0	0	0	0	0	4	142	0	4	0	0	0	0	-1	-1	-1	-1	100
	431	Multi-Shot Mastery	100	1	12	8	6	0	0	0	4	4	411	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1280	2	-1	100	-1	105
	432	Summon Satyros	0	0	525	52	0	0	280	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	132	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	-1	-1	-1	-1	100
	433	Bless Strengthener	0	10	118	20	6	3000	100	0	0	4	430	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	133	1	0	0	0	0	0	0	0	0	0	0	0	0	4	142	0	4	0	0	0	0	-1	-1	-1	-1	100
	434	Poison Arrow Strengthener	0	40	24	29	6	3000	0	0	5	4	427	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1280	2	-1	100	-1	165
	435	Bow Strengthener	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	436	Crossbow Strengthener	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	437	Shield Strengthener	0	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	438	Bow Mastery	0	23	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	439	Crossbow Mastery	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	440	Shield Mastery	0	15	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	441	Infinity Arrow Strengthener	220	1	55	11	6	0	0	0	0	4	77	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	141	1	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	2	1	0	1	0	-1	-1	-1	-1	100
	442	Minimum Attack Power Increase	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	443	Maximum Attack Power Increase	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	444		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	445	DimensionWings Absorb PowUp	0	38	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	446	DimensionWings Defense PowUp	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	447	DimensionWings Attack PowUp	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	448	Fire Tome Strengthener	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	449	Earth Tome Strengthener	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	450	Wind Tome Strengthener	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	451	Fire Tome Mastery	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	452	Earth Tome Mastery	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	453	Wind Tome Mastery	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	454	Sleep Strengthener	40	1	30	7	6	0	100	0	0	4	219	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	154	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100
	455	Chain Lightning Strengthener	75	22	103	0	6	0	75	0	4	4	215	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	-1	200	-1	105
	456	Lightning Shock Strengthener	93	22	125	10	6	0	216	0	4	4	230	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	3	-1	200	-1	105
